timestamp,username,source_ip,auth_result
2025-05-25 08:34:42,charlie,172.16.0.1,FAIL
2025-05-25 09:57:03,charlie,192.168.1.20,FAIL
2025-05-25 09:48:11,bob,10.10.10.5,FAIL
2025-05-25 09:44:52,jane,203.0.113.5,FAIL
2025-05-25 09:44:23,alice,172.16.0.1,FAIL
2025-05-25 08:47:56,charlie,10.10.10.5,FAIL
2025-05-25 09:25:08,john,203.0.113.5,FAIL
2025-05-25 08:43:15,bob,203.0.113.5,FAIL
2025-05-25 08:25:19,jane,203.0.113.5,FAIL
2025-05-25 09:14:31,jane,192.168.1.20,FAIL
2025-05-25 08:11:07,bob,10.10.10.5,FAIL
2025-05-25 08:54:38,alice,172.16.0.1,FAIL
2025-05-25 08:31:34,charlie,10.10.10.5,FAIL
2025-05-25 09:12:16,jane,192.168.1.20,SUCCESS
2025-05-25 08:16:59,charlie,192.168.1.10,FAIL
2025-05-25 08:16:01,bob,192.168.1.10,FAIL
2025-05-25 08:47:07,alice,172.16.0.1,FAIL
2025-05-25 09:25:11,charlie,192.168.1.20,SUCCESS
2025-05-25 08:07:42,bob,203.0.113.5,SUCCESS
2025-05-25 09:22:26,bob,203.0.113.5,FAIL
2025-05-25 08:38:30,john,192.168.1.20,FAIL
2025-05-25 09:24:12,john,172.16.0.1,FAIL
2025-05-25 08:34:43,jane,192.168.1.10,FAIL
2025-05-25 08:45:33,alice,203.0.113.5,FAIL
2025-05-25 08:57:06,bob,192.168.1.20,FAIL
2025-05-25 09:24:17,jane,192.168.1.20,FAIL
2025-05-25 09:10:47,john,192.168.1.10,FAIL
2025-05-25 08:37:54,charlie,10.10.10.5,FAIL
2025-05-25 08:25:06,bob,203.0.113.5,FAIL
2025-05-25 09:41:43,john,172.16.0.1,FAIL
2025-05-25 09:36:15,bob,10.10.10.5,FAIL
2025-05-25 08:39:46,alice,192.168.1.20,FAIL
2025-05-25 08:49:55,alice,203.0.113.5,FAIL
2025-05-25 08:33:08,alice,203.0.113.5,FAIL
2025-05-25 09:30:49,jane,10.10.10.5,FAIL
2025-05-25 08:47:42,jane,192.168.1.20,FAIL
2025-05-25 08:52:04,jane,192.168.1.10,FAIL
2025-05-25 09:13:04,alice,192.168.1.20,FAIL
2025-05-25 09:45:33,charlie,192.168.1.20,FAIL
2025-05-25 08:54:58,jane,192.168.1.10,FAIL
2025-05-25 09:29:40,charlie,192.168.1.20,SUCCESS
2025-05-25 08:36:49,john,192.168.1.20,SUCCESS
2025-05-25 09:02:04,john,172.16.0.1,FAIL
2025-05-25 08:52:53,bob,192.168.1.10,FAIL
2025-05-25 09:03:26,charlie,192.168.1.20,FAIL
2025-05-25 09:51:09,jane,192.168.1.20,FAIL
2025-05-25 08:24:44,bob,10.10.10.5,FAIL
2025-05-25 08:11:32,alice,192.168.1.20,FAIL
2025-05-25 08:01:31,alice,192.168.1.10,FAIL
2025-05-25 09:06:28,john,192.168.1.20,FAIL
2025-05-25 10:00:00,john,192.168.1.20,FAIL
2025-05-25 10:00:01,john,192.168.1.20,FAIL
2025-05-25 10:00:02,john,192.168.1.20,FAIL
2025-05-25 10:00:03,john,192.168.1.20,FAIL
2025-05-25 10:00:04,john,192.168.1.20,FAIL
